source_id,locator,knowledge_id,supported_scope,reviewed_at
SRC-MGB-PAGE-0002,"Blocking, bracing, loading section",KNO-HAZ-LOAD-PAPERS-001,Current floor rear separation and bracing requirements,2026-08-09
SRC-MGB-PAGE-0002,"FedEx station/hub hazmat handling, check-in section",KNO-HAZ-LOAD-PAPERS-001,Current station-return certification handoff,2026-08-09
SRC-MGB-PAGE-0002,"P&D manifest, outage, and facility check-in sections",KNO-HAZ-MANIFEST-001,Current manifest and outage corroboration,2026-08-08
SRC-MGB-PAGE-0002,Pickup acceptance and certification sections,KNO-HAZ-ACCEPTANCE-001,Current acceptance-check corroboration,2026-08-08
SRC-MGB-PAGE-0002,Prohibited pickup section,KNO-HAZ-RADIOACTIVE-WET-001,Current Division 4.3 and Radioactive Yellow III prohibition,2026-08-08
SRC-MGB-PAGE-0004,Qualification Certification (L10 and above) section,KNO-QUAL-L10-ACTIVATION-001,Vehicle-type scope and 24-month expiration,2026-08-09
SRC-MGB-PAGE-0004,Complete visible P&D qualification-certification page — Qualification Certification (L10 and above) section,KNO-QUAL-RECERT-001,Twenty-four-month expiration rule and separate CDL-condition warning,2026-08-08
SRC-MGB-PAGE-0005,Newly onboarded drivers and Observed Hours ride(s) sections,KNO-QUAL-L10-ACTIVATION-001,Pre-road gate sequence and observed-hours requirements,2026-08-09
SRC-MGB-PAGE-0005,Qualified Provider resources table,KNO-QUAL-L10-ACTIVATION-001,Road-test and qualification-completion record resources,2026-08-09
SRC-MGB-PAGE-0005,Qualified Observer section,KNO-QUAL-L10-ACTIVATION-001,MBA observer-eligibility verification,2026-08-09
SRC-MGB-PAGE-0005,"Re-Certification, Vehicle-based Qualifications, and Certified Trainer responsibilities sections",KNO-QUAL-L10-ACTIVATION-001,Recertification vehicle-size and recordkeeping requirements,2026-08-09
SRC-MGB-PAGE-0005,Complete visible Qualification Certification page — Qualified Observer section,KNO-QUAL-OBSERVER-001,Exact MBA navigation and Yes-result eligibility gate for a Qualified Observer,2026-08-08
SRC-MGB-PAGE-0005,Complete visible Qualification Certification page — Re-Certification and compliance-date paragraphs,KNO-QUAL-RECERT-001,Visible recertification stages and MBA compliance-date location,2026-08-08
SRC-MGB-PAGE-0005,Complete visible Qualification Certification page — Vehicle-based Qualifications paragraph,KNO-QUAL-VEHICLE-UPGRADE-001,"Larger-weight/size road-test requirement, same-size vehicle condition, and permitted administrator roles",2026-08-08
SRC-MGB-PAGE-0005,"Complete visible Qualification Certification page — newly assigned driver sequence, Observed Hours ride(s), and form link",KNO-QUAL-PD-SEQUENCE-001,"Prerequisite timing, 21-day window, eight-hour/two-day minimum, CMV-type and accompaniment conditions, and named observed-hours form",2026-08-08
SRC-MGB-PAGE-0006,Accident Reporting page updated 2025-10-13,KNO-INC-ACCIDENT-SCENE-001,Current accident document set and reporting information,2026-08-08
SRC-MGB-PAGE-0007,"Security page badge-display section, updated 2025-11-19",KNO-CX-APPEARANCE-001,Current portal badge-display corroboration,2026-08-09
SRC-MGB-PAGE-0007,"Security page, Enhanced trailer security measures for customer trailer pickups callout",KNO-LH-CUSTOMER-TRAILER-SECURITY-001,"All-customer-trailer-pickup scope, functioning combination lock, FedEx-provided plastic seal, transport condition, and code 1503",2026-08-09
SRC-MGB-PAGE-0007,"Security page, Vehicle security Important paragraph",KNO-SEC-STOLEN-VEHICLE-001,FedEx-representative GSOC-call source branch,2026-08-08
SRC-MGB-PAGE-0007,Vehicle security — Important stolen-vehicle paragraph,KNO-SEC-INCIDENT-REPORT-001,Current portal's different stolen-vehicle caller/order branch supporting deferral to the conflict record,2026-08-09
SRC-MGB-PAGE-0007,Vehicle security — agreement paragraph and vehicle-security-enhancement list,KNO-SEC-ROUTE-001,Current route-security controls and prevention measures,2026-08-09
SRC-MGB-PAGE-0007,Violence Prevention paragraph,KNO-SEC-INCIDENT-REPORT-001,"Current violence, threat, suspicious-action, station-staff, Security, and Alert Line reporting corroboration",2026-08-09
SRC-MGB-PAGE-0007,Violence Prevention paragraph,KNO-SEC-ROUTE-001,"Violence, threat, and suspicious-action reporting channels",2026-08-09
SRC-MGB-PAGE-0010,"Commercial customers to initiate requests for OP-201 page, published 2022-11-29",KNO-DEL-BUS-OP201-001,Recipient initiation and station verification of OP-201,2026-08-08
SRC-MGB-PAGE-0011,"Nov. 17 OP-201 page, published 2022-11-15",KNO-DEL-BUS-OP201-001,Current-valid OP-201 requirement and signature fallback,2026-08-08
SRC-MGB-PAGE-0011,"Shipper instructions to deliver on first attempt section, published 2022-11-15",KNO-DEL-SHIPPER-RELEASE-001,"Dated STAR special-shipper scope, signature exclusions, mixed-shipper limit, and non-current SRA-entry detail",2026-08-09
SRC-MGB-PAGE-0014,"CSA BASICs, Vehicle Maintenance paragraph",KNO-VEH-PRETRIP-DEFECT-001,Observable-defect correction before service,2026-08-08
SRC-MGB-PAGE-0014,"Hours of Service section, HOS for rentals",KNO-HOS-RENTAL-ELD-001,"Eight-day threshold, manual RODS, rental agreement, annotation, and ELD requirement",2026-08-08
SRC-MGB-PAGE-0014,"Hours of Service section, Unidentified Driving Events paragraphs",KNO-HOS-UDE-001,"UDE creation, inspection visibility, false-log significance, and reconciliation need",2026-08-08
SRC-MGB-PAGE-0017,"Trailer and Dolly Coupling page, responsibility and pintle-hook paragraphs",KNO-LH-COUPLING-BASIC-001,"Fifth-wheel/kingpin lock, pintle latch, and both safety chains",2026-08-08
SRC-MGB-PAGE-0019,Dry ice safety section,KNO-HAZ-DRY-ICE-001,"Ventilation, staging, exposure response, PPE, and indicators",2026-08-08
SRC-MGB-PAGE-0019,Heat illness section,KNO-SAFETY-HEAT-ILLNESS-001,"Symptoms, precautions, and 911 threshold",2026-08-08
SRC-MGB-PAGE-0020,"Complete Rental Vehicle Information page, updated 2026-01-09",KNO-VEH-RENTAL-PREP-001,"Rental eligibility, VEDR, documents, classifications, markings, security, and prohibitions",2026-08-08
SRC-MGB-PAGE-0021,"Certification, report, decal, and component sections",KNO-VEH-ANNUAL-INSPECTION-001,"Annual frequency, no-use rule, evidence, and inspection fields",2026-08-08
SRC-MGB-PAGE-0022,Complete California P&D 90-Day Periodic Inspections page,KNO-VEH-CA-90DAY-INSPECTION-001,"California scope, calculation, report, no-dispatch rule, and repair-site exception",2026-08-08
SRC-MGB-PAGE-0025,Eligibility and unusable-locker paragraphs; published 2024-05-09,KNO-DEL-LOCKER-FAIL-001,Residential driver-release/commercial eligibility and older staff-contact wording bounded by current OP-117,2026-08-09
SRC-MGB-PAGE-0025,Locker PPOD image quality section; published 2024-05-09,KNO-DEL-LOCKER-FAIL-001,Separate optional locker-photo framing and privacy rules referenced in More Info,2026-08-09
SRC-MGB-PAGE-0025,Locker PPOD image quality section; published 2024-05-09,KNO-DEL-PPOD-001,"Defines optional locker PPOD capture, inside-compartment/adjacent-compartment framing, privacy exclusions, and outside-locker prohibition",2026-08-09
SRC-MGB-PAGE-0034,"Complete visible Alternative Vehicle Operations page — definition, onboarding list, and Unit-number/placard readiness paragraph",KNO-VEH-ALT-ONBOARD-001,"Vehicle scope, conditional documents, required supporting materials, and minimum Unit-number/placard readiness gate",2026-08-09
SRC-MGB-PAGE-0035,"Complete visible page — regulations and guidance paragraph, Responsibilities section, and customer/FedEx no-verification branch",KNO-LH-TRAILER-DOCK-PULL-001,"Cargo/load checks, immediate dock/trailer verification, alternative checks, customer/FedEx escalation, and mandatory leave/do-not-pull outcome",2026-08-09
SRC-MGB-PAGE-0039,"Complete visible page — prerequisite paragraph, administrator-qualification paragraph, P&D road-test standards list, and Record of Road Test paragraph",KNO-QUAL-PD-ROADTEST-001,"Pre-assignment gate, prerequisites, administrator conditions, test components, ten-mile minimum, and Qualified Provider-supplied record requirement",2026-08-09
SRC-MGB-DOC-0008,"OP-135 page 1 upper visible region, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Historical authenticated-render corroboration for driver, vehicle, VEDR, and accident-location fields",2026-08-09
SRC-MGB-DOC-0008,"OP-135 page 2 upper visible region, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Historical authenticated-render corroboration for other-vehicle, driver, and passenger fields",2026-08-09
SRC-MGB-DOC-0008,"OP-135 page 3 upper visible region, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Historical authenticated-render corroboration for third-vehicle and passenger fields",2026-08-09
SRC-MGB-DOC-0008,"OP-135 page 4 upper visible region, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Historical authenticated-render corroboration for witness, police, and beginning site-condition fields",2026-08-09
SRC-MGB-DOC-0008,"OP-135 page 5 upper visible region, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Historical authenticated-render corroboration for property-damage and narrative/diagram fields",2026-08-09
SRC-MGB-DOC-0008,"OP-135 pages 1-5, Rev 9/2025",KNO-INC-ACCIDENT-SCENE-001,"Complete accident-report form fields and driver local-report responsibility",2026-08-10
SRC-MGB-DOC-0047,"FORGE 3.3.0 Combined Application Support Guide pages 17-21",KNO-DEL-FAD-GROUND-001,"Current service-provider FAD QR validation, no-valid-QR, proof, validation failure, HAL, and Counter-user boundaries",2026-08-10
SRC-MGB-DOC-0047,"FORGE 3.3.0 Combined Application Support Guide page 33",KNO-PUP-INTERNATIONAL-DOCS-001,"Current international-pickup ETD exception and per-package commercial-invoice prompt",2026-08-10
SRC-MGB-DOC-0047,"FORGE 3.3.0 Combined Application Support Guide page 36",KNO-DEL-PHARMACY-001,"Pharmacy package direct-delivery and no-HAL-transfer restriction",2026-08-10
SRC-MGB-DOC-0047,"FORGE 3.3.0 Combined Application Support Guide pages 79-81",KNO-FORGE-EOD-001,"Optional Delivery Reconciliation eligibility, status, bulk, save/loss, and completion behavior",2026-08-10
SRC-MGB-DOC-0047,"FORGE 3.3.0 Combined Application Support Guide page 107",KNO-DEL-MISDELIVERY-RECOVERY-001,"Post-code-17 applicable-status behavior and code-16 prohibition",2026-08-10
SRC-MGB-DOC-0042,"FORGE Download Pickup List 2.2.0 page 1",KNO-FORGE-DOWNLOAD-SYNC-001,"Current pickup-list menu visibility, logged-in work-area scope, cellular requirement, request results, and earlier-unlisted-pickup EOD reconciliation",2026-08-10
SRC-MGB-DOC-0038,Sideswipe Collisions page 2,KNO-SAF-REDLIGHT-001,Stop-on-red safety requirement and explicit source boundary,2026-08-09
SRC-MGB-DOC-0038,Sideswipe Collisions page 3,KNO-SAF-SIDESWIPE-001,Sideswipe definition and stated collision causes,2026-08-09
SRC-MGB-DOC-0038,Sideswipe Collisions page 4,KNO-SAF-SIDESWIPE-001,Safe speed and ideal-condition following-distance timing,2026-08-09
SRC-MGB-DOC-0038,Sideswipe Collisions page 5,KNO-SAF-SIDESWIPE-001,"Mirror frequency, blind-spot monitoring, and turning double-check",2026-08-09
SRC-MGB-DOC-0038,Sideswipe Collisions page 6,KNO-SAF-SIDESWIPE-001,Advance signal and adjacent-traffic/road-hazard scan before lane change,2026-08-09
SRC-MGB-DOC-0039,Summer Driving page 2,KNO-SAF-HYDRATION-001,"Hydration amount/frequency, drink exclusions, thirst warning, and all-day continuation",2026-08-09
SRC-MGB-DOC-0039,Summer Driving page 4,KNO-SAF-SUMMER-TRAFFIC-001,"Forward scan, speed, signaling/braking, rest, and seat-belt actions",2026-08-09
SRC-MGB-DOC-0039,Summer Driving page 5,KNO-SAF-SUN-EXPOSURE-001,Sun-exposure risk and protective measures,2026-08-09
SRC-MGB-DOC-0039,Summer Driving page 6,KNO-SAF-DISTRACTION-001,Driving-focus rule and enumerated distractions,2026-08-09
