source_id,title,page,page_count,section_or_subject,coverage_disposition,knowledge_ids,reference_record_count,coverage_basis,required_follow_up
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,168,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,169,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,170,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,171,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,172,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,173,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,174,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,175,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,176,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,177,246,Package and stop comments,KNOWLEDGE_MAPPED,KNO-FORGE-COMMENT-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,178,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-MANUAL-BARCODE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,179,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-MANUAL-BARCODE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,180,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-MANUAL-BARCODE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,181,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-MANUAL-BARCODE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,182,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-EDIT-ADDRESS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,183,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-EDIT-ADDRESS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,184,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-EDIT-ADDRESS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,185,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-FORGE-DELETE-SCAN-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,186,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-DEL-ALT-SIGNATURE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,187,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-DEL-ALT-SIGNATURE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,188,246,"Manual barcode, address, scan deletion, and alternate signature",KNOWLEDGE_MAPPED,KNO-DEL-ALT-SIGNATURE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,189,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,190,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,191,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,192,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,193,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,194,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,195,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,196,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-EOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,197,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-DOWNLOAD-SYNC-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,198,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-DOWNLOAD-SYNC-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,199,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-DOWNLOAD-SYNC-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,200,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-FORGE-DOWNLOAD-SYNC-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,201,246,"End of day, listing/manifest download, and refresh",KNOWLEDGE_MAPPED,KNO-DEL-BUS-OP201-001;KNO-FORGE-DOWNLOAD-SYNC-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,202,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,203,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,204,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,205,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,206,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,207,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,208,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,209,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,210,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,211,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,212,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-CONNECTION-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,213,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-EARLY-LAST-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,214,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-HOLIDAY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,215,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-HOLIDAY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,216,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,217,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,218,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,219,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,220,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,221,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,222,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,223,246,Drop-box connection and configuration,KNOWLEDGE_MAPPED,KNO-PUP-DROPBOX-SERIAL-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,224,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-BULK-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,225,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-BULK-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,226,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-BULK-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,227,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-BULK-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,228,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-BULK-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,229,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-VEHICLE-CHANGE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,230,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-VEHICLE-CHANGE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,231,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-VEHICLE-CHANGE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,232,246,"Bulk transfer, vehicle change, DVIR, and synchronization",KNOWLEDGE_MAPPED,KNO-FORGE-SYNC-QUEUE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,233,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-CAMERA-SCAN-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,234,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-CAMERA-SCAN-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,235,246,"Camera scan, navigation, reminders, and messages",NAVIGATION_REFERENCE,,0,Shows map-entry buttons and icon meanings; does not establish routing or safe-driving policy.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,236,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-TIME-REMINDER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,237,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-MESSAGING-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,238,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-MESSAGING-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,239,246,"Camera scan, navigation, reminders, and messages",KNOWLEDGE_MAPPED,KNO-FORGE-BUSINESS-CLOSURE-MSG-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,240,246,"Demo fixtures, validation warnings, and device information",DEMO_FIXTURE_REFERENCE,,0,Demonstration-login barcode fixtures only; not production package data or a procedure.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,241,246,"Demo fixtures, validation warnings, and device information",DEMO_FIXTURE_REFERENCE,,0,Demonstration pickup barcode fixtures only; not production package data or a procedure.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,242,246,"Demo fixtures, validation warnings, and device information",KNOWLEDGE_MAPPED,KNO-FORGE-MANUAL-BARCODE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,243,246,"Demo fixtures, validation warnings, and device information",KNOWLEDGE_MAPPED,KNO-FORGE-LOGIN-WARNING-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,244,246,"Demo fixtures, validation warnings, and device information",KNOWLEDGE_MAPPED,KNO-FORGE-LOGIN-WARNING-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,245,246,"Demo fixtures, validation warnings, and device information",KNOWLEDGE_MAPPED,KNO-FORGE-LOGIN-WARNING-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,246,246,"Demo fixtures, validation warnings, and device information",KNOWLEDGE_MAPPED,KNO-FORGE-DEVICE-INFO-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,1,8,"Older safety, launch, authentication, vehicle, and dispatch workflow",KNOWLEDGE_MAPPED,KNO-FORGE-DEVICE-ROAD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,2,8,"Older safety, launch, authentication, vehicle, and dispatch workflow",OLDER_VERSION_REFERENCE_ONLY,,0,"FORGE 1.0.0 UI superseded by later reviewed guides; unique differences remain version-risk evidence, not current procedure.",
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,3,8,"Older safety, launch, authentication, vehicle, and dispatch workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 UI superseded by later reviewed guides; not current procedure.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,4,8,"Older delivery, pickup, release, indirect, and status workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 standard stop workflow superseded by later reviewed guides.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,5,8,"Older delivery, pickup, release, indirect, and status workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 release/indirect UI differs from later guidance and remains version-risk evidence.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,6,8,"Older delivery, pickup, release, indirect, and status workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 status-scope UI is superseded by later mapped guidance.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,7,8,"Older scan deletion, EOD, and messaging workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 scan-delete/EOD UI is superseded by later mapped guidance.,
SRC-GDRIVE-FILE-0009,FORGE Quick Start 1.0,8,8,"Older scan deletion, EOD, and messaging workflow",OLDER_VERSION_REFERENCE_ONLY,,0,FORGE 1.0.0 messaging UI is superseded by later mapped guidance.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,1,6,"Settings entry, display, and audio preferences",KNOWLEDGE_MAPPED,KNO-FORGE-DISPLAY-NAV-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,2,6,"Settings entry, display, and audio preferences",KNOWLEDGE_MAPPED,KNO-FORGE-AUDIO-ALERTS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,3,6,"Navigation, map, and stop-list preferences",KNOWLEDGE_MAPPED,KNO-FORGE-DISPLAY-NAV-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,4,6,"Navigation, map, and stop-list preferences",KNOWLEDGE_MAPPED,KNO-FORGE-DISPLAY-NAV-SETTINGS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,5,6,Camera scanning,KNOWLEDGE_MAPPED,KNO-FORGE-CAMERA-SCAN-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0010,FORGE Settings 2.0.0,6,6,About and version information,KNOWLEDGE_MAPPED,KNO-FORGE-DEVICE-INFO-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0011,Hand sheet 2 image-only PDF,1,1,Unidentified Delivery Record examples and code tables,KNOWLEDGE_MAPPED,KNO-DOC-HANDSHEET-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0012,Hand sheet image-only PDF,1,1,Unidentified manual sheeting barcode and notation guide,KNOWLEDGE_MAPPED,KNO-DOC-HANDSHEET-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,1,14,"Identity, contents, and version",GOVERNING_FRONT_MATTER,,0,"Document identity, contents, and version; not a standalone procedure.",
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,2,14,"Purpose, launch, and permissions",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PERMISSIONS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,3,14,"Purpose, launch, and permissions",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PERMISSIONS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,4,14,"Preview, summary, and map",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-SEARCH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,5,14,"Preview, summary, and map",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-SEARCH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,6,14,"Preview, summary, and map",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-SEARCH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,7,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,8,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,9,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,10,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,11,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0013,Manifest Preview 4.5.0 Application Guide,12,14,"Modify, discrepancy, refresh, and dispatch",KNOWLEDGE_MAPPED,KNO-FORGE-MANIFEST-PREVIEW-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
