queue_order,resource_type,resource_id,title,url,capture_wave,priority_basis,related_gap_ids,candidate_comparison_source_ids,affected_nonverified_knowledge_ids,affected_current_evidence_knowledge_ids,affected_taxonomy_ids,work_state,state_basis,capture_action,completion_gate
64,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0032,Vehicle maintenance,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/LH-VEHICLE-MAINTENANCE-USCANVSM12626-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
65,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0033,Distracted driving,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Distracted-DrivingVSM11926ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
66,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0034,Human trafficking,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Human-Trafficking-VSM11226ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
67,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0035,Adverse weather - winter,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/AdverseWeatherVSM152026EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
68,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0036,Sideswipe collisions,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM122925-ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
69,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0037,Holiday Traffic - US,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/HOLIDAY-TRAFFICVSM122225-ENG-US.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
70,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0038,Holiday Traffic - Canada,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/HOLIDAY-TRAFFICVSM122225-ENG-CANADA.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
71,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0039,Driveway safety,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/PD-Driveway-Safety-12_15_25-EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
72,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0040,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM121525EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
73,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0041,Wildlife awareness,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/WILDLIFE-AWARENESSVSM12825EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
74,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0042,Adverse weather,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ADVERSE-WEATHERVSM1212025ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
75,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0043,Backing,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM112425EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
76,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0044,Excessive speed,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM111725ENG-1.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
77,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0045,Seat belts save lives,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SEAT-BELTSVSM11102025ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
78,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0047,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM101625EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
79,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0048,Dog bite prevention,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Dog-Bite-Prevention-VSM-102025-EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
80,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0049,Wildlife awareness,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/WILDLIFE-AWARENESSVSM101325EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
81,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0050,Driveway safety,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/PD-Driveway-Safety-10_6_25-English.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
82,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0051,Rear-end collisions,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Rear-End-Collisions-10_6_25-English.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
83,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0052,Night Driving,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Night-Driving_09_29_25_VSM_EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
84,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0054,Fixed Object Collision,https://www.mygroundbiz.com/sitecore/shell/-/media/FXGMGB/docs/Safety/FY26-VSM/FixedObject-CollisionPDVSM091525ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
85,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0055,Drowsy Driving,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/DROWSY-DRIVINGVSM091525ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
86,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0056,Cognitive distraction,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/COGNITIVE-DISTRACTION-VSM-090825ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
87,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0057,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM090125EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
88,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0058,Backing FY26,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM090125EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
89,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0059,Summer and Holiday Traffic,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-082525EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
90,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0060,Back to School,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKTOSCHOOL_VSM_08_25_25-EN.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
91,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0061,Brake Safety Week,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Brake-Safety-Week-VSM81825-ENG.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
92,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0062,Sideswipes,https://www.mygroundbiz.com/sitecore/shell/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM8425-ENGFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
93,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0063,Dog bite prevention,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Dog-Bite-Prevention-VSM-040725-EN-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
94,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0064,Summer Driving,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-DRIVINGVSM072825ENGFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
95,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0065,Excessive Speed,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM071425-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
96,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0066,Summer holiday traffic,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-063025-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
97,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0067,Summer adverse weather,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-ADVERSE-WEATHERVSM62325ENGFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
98,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0068,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM061625ENFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
99,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0070,Road rage,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Road-Rage-DeEscalationSafetyTopic42825ENGFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
100,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0071,Fog,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/FOGVSM030325ENG-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
